1	1	3	17	11	
1	10	10	27	27	
1	4	18	24	26	
1	8	4	6	8	
1	9	14	13	19	
1	10	20	4	17	
1	9	13	15	19	
1	8	6	3	7	
1	9	16	14	20	
1	5	19	11	18	
1	3	17	17	20	
1	5	3	22	16	
1	7	1	21	15	
1	4	3	2	2	
1	2	15	22	23	
1	7	17	1	11	
1	9	4	26	22	
1	5	1	24	16	
1	9	19	29	33	
1	8	15	27	29	
1	2	20	24	27	
1	8	19	13	22	
1	8	8	12	14	
1	6	10	17	18	
1	3	8	4	5	
1	2	16	9	14	
1	7	9	16	17	
1	4	20	28	31	
1	10	8	9	13	
1	2	13	3	8	
1	5	6	12	11	
1	10	7	28	26	
1	4	12	16	18	
1	1	3	29	20	
1	5	17	19	23	
1	7	16	15	20	
1	9	8	17	17	
1	8	4	2	5	
1	8	1	16	13	
1	1	16	28	27	
1	3	6	3	4	
1	9	2	13	12	
1	8	5	12	13	
1	7	14	5	12	
1	1	13	27	24	
1	10	11	7	13	
1	8	2	13	12	
1	6	14	16	20	
1	5	2	26	19	
1	8	5	13	14	
1	9	18	2	13	
1	2	16	3	10	
1	9	8	17	17	
1	10	7	28	26	
1	7	3	26	20	
1	10	7	22	22	
1	7	5	29	24	
1	8	7	23	22	
1	5	8	1	4	
1	7	1	25	18	
1	9	3	10	10	
1	4	8	2	5	
1	2	10	7	9	
1	8	12	17	20	
1	3	7	14	12	
1	7	5	5	7	
1	4	10	27	24	
1	9	12	22	24	
1	8	3	6	7	
1	6	20	7	17	
1	1	4	10	8	
1	10	17	12	21	
1	5	18	1	10	
1	9	17	30	33	
1	7	17	1	11	
1	8	11	3	10	
1	8	10	8	13	
1	5	19	9	17	
1	4	12	15	17	
1	9	11	16	19	
1	5	14	3	10	
1	8	15	18	23	
1	6	11	26	25	
1	8	1	3	4	
1	6	10	4	9	
1	5	5	4	5	
1	6	3	21	16	
1	8	6	28	24	
1	7	1	4	3	
1	10	15	9	18	
1	3	20	12	19	
1	9	3	18	15	
1	1	19	4	12	
1	2	14	17	18	
1	6	13	6	12	
1	3	8	12	11	
1	6	9	11	13	
1	1	14	16	18	
1	8	4	17	15	
1	5	12	10	14	
1	2	20	6	15	
1	2	1	20	13	
1	3	3	7	4	
1	5	4	22	17	
1	9	9	14	16	
1	10	18	3	15	
theta0 = -0.6322444279973438	theta1 = 0.32880380932768766	theta2 = 0.5415807799370923	theta3 = 0.6629879710964075	
theta0 = -0.605186288090232	theta1 = 0.3299873612430657	theta2 = 0.5402686364106742	theta3 = 0.6613173539151352	
theta0 = -2.98008314665982	theta1 = 0.47187759757498315	theta2 = 0.6097416031227628	theta3 = 0.7039156652389352	
